Time,MIDI_Note,Note_Label,Pitch,Power,Spectral_Centroid
3.2986059166666704,45,A2,132.76678466796875,0.10539384931325912,1738.352738948074
3.4114530937500036,40,E2,130.7421417236328,0.03466205298900604,1873.9875539037366
3.4374947500000035,40,E2,580.94677734375,0.03673889487981796,1876.2383024066353
3.8541612500000033,45,A2,1176.8846435546875,0.09280318766832352,3821.307533812865
4.270827750000003,44,G#2,1127.1077880859375,0.006920251529663801,2523.0166758570895
4.479161000000003,40,E2,95.8169937133789,0.16410955786705017,1863.800502643981
5.104160750000003,46,A#2,334.87213134765625,0.1603124439716339,4141.530897506814
5.104160750000003,47,B2,334.87213134765625,0.1603124439716339,4141.530897506814
5.373257864583336,40,E2,183.6597442626953,0.21642640233039856,3180.5473233659604
5.38193841666667,46,A#2,183.6597442626953,0.21642640233039856,3180.5473233659604
5.659716083333337,40,E2,223.1861572265625,0.19995081424713135,3360.6136727331095
5.798604916666671,40,E2,212.36151123046875,0.14359956979751587,2715.93021153101
5.937493750000004,35,B1,201.2068634033203,0.17401611804962158,3290.2494953826
5.937493750000004,45,A2,201.2068634033203,0.17401611804962158,3290.2494953826
6.076382583333338,45,A2,152.75816345214844,0.2343752086162567,1542.0467467516264
6.215271416666671,45,A2,1115.4454345703125,0.1698267161846161,4446.361170008748
6.354160250000005,33,A1,1109.7401123046875,0.10659638047218323,4332.650166575861
6.354160250000005,41,F2,1109.7401123046875,0.10659638047218323,4332.650166575861
6.458326875000005,32,G#1,1151.7216796875,0.08238835632801056,3994.7994171783175
6.4930490833333385,41,F2,1151.8980712890625,0.08021548390388489,3931.70160772232
6.562493500000006,31,G1,988.2108764648438,0.11374939978122711,2832.2722083934914
6.631937916666672,41,F2,1152.537109375,0.08853190392255783,2742.5083504239683
6.666660125000006,29,F1,1152.2816162109375,0.0833950787782669,2682.8638815592453
6.7708267500000066,28,E1,1152.13134765625,0.06637676805257797,2535.8763516151394
6.7708267500000066,35,B1,1152.13134765625,0.06637676805257797,2535.8763516151394
6.7708267500000066,40,E2,1152.13134765625,0.06637676805257797,2535.8763516151394
6.7708267500000066,47,B2,1152.13134765625,0.06637676805257797,2535.8763516151394
6.7708267500000066,49,C#3,1152.13134765625,0.06637676805257797,2535.8763516151394
6.7708267500000066,52,E3,1152.13134765625,0.06637676805257797,2535.8763516151394
6.7708267500000066,68,G#4,1152.13134765625,0.06637676805257797,2535.8763516151394
6.7708267500000066,71,B4,1152.13134765625,0.06637676805257797,2535.8763516151394
6.7708267500000066,76,E5,1152.13134765625,0.06637676805257797,2535.8763516151394
6.77950730208334,40,E2,1152.13134765625,0.06637676805257797,2535.8763516151394
6.77950730208334,56,G#3,1152.13134765625,0.06637676805257797,2535.8763516151394
