Time,MIDI_Note,Note_Label,Pitch,Power,Spectral_Centroid
1.6304325,64,E4,1148.35791015625,0.034626174718141556,2679.3498771550408
1.6304325,60,C4,1148.35791015625,0.034626174718141556,2679.3498771550408
1.6304325,57,A3,1148.35791015625,0.034626174718141556,2679.3498771550408
1.956519,64,E4,1159.25048828125,0.10618942230939865,2245.739777755514
1.956519,60,C4,1159.25048828125,0.10618942230939865,2245.739777755514
1.956519,57,A3,1159.25048828125,0.10618942230939865,2245.739777755514
2.2826055,64,E4,1160.6787109375,0.09879202395677567,2211.1102872730867
2.2826055,60,C4,1160.6787109375,0.09879202395677567,2211.1102872730867
2.2826055,57,A3,1160.6787109375,0.09879202395677567,2211.1102872730867
2.4456487499999997,65,F4,1134.5546875,0.10775803029537201,2532.2243107740314
2.4456487499999997,62,D4,1134.5546875,0.10775803029537201,2532.2243107740314
2.4456487499999997,59,B3,1134.5546875,0.10775803029537201,2532.2243107740314
2.6086919999999996,65,F4,1195.56396484375,0.10365850478410721,2566.344032869785
2.6086919999999996,62,D4,1195.56396484375,0.10365850478410721,2566.344032869785
2.6086919999999996,59,B3,1195.56396484375,0.10365850478410721,2566.344032869785
4.2391245,62,D4,1193.3260498046875,0.10370145738124847,2496.7658920803638
4.2391245,59,B3,1193.3260498046875,0.10370145738124847,2496.7658920803638
4.2391245,57,A3,1193.3260498046875,0.10370145738124847,2496.7658920803638
4.565211,62,D4,1172.3228759765625,0.11377016454935074,2194.2085310500697
4.565211,59,B3,1172.3228759765625,0.11377016454935074,2194.2085310500697
4.565211,57,A3,1172.3228759765625,0.11377016454935074,2194.2085310500697
4.891297499999999,65,F4,1144.9322509765625,0.10273747891187668,2327.0420453741376
4.891297499999999,62,D4,1144.9322509765625,0.10273747891187668,2327.0420453741376
4.891297499999999,59,B3,1144.9322509765625,0.10273747891187668,2327.0420453741376
5.05434075,67,G4,1132.2208251953125,0.12311919033527374,2588.4065673138784
5.217384,67,G4,1181.0382080078125,0.1259499043226242,2368.4642297793266
5.217384,62,D4,1181.0382080078125,0.1259499043226242,2368.4642297793266
5.217384,59,B3,1181.0382080078125,0.1259499043226242,2368.4642297793266
6.8478165,67,G4,1195.2037353515625,0.07160335034132004,2125.940848878879
6.8478165,62,D4,1195.2037353515625,0.07160335034132004,2125.940848878879
6.8478165,59,B3,1195.2037353515625,0.07160335034132004,2125.940848878879
7.173903,67,G4,1193.929443359375,0.0943363830447197,2155.3522659180567
7.173903,62,D4,1193.929443359375,0.0943363830447197,2155.3522659180567
